date,value
2020-11-20 07:00,48
2020-11-20 07:10,53
2020-11-20 07:20,65
2020-11-20 07:30,75
2020-11-20 07:40,81
2020-11-20 07:50,104
2020-11-20 08:00,122
2020-11-20 08:10,144
2020-11-20 08:20,155
2020-11-20 08:30,168
2020-11-20 08:40,178
2020-11-20 08:50,185
2020-11-20 09:00,195
2020-11-20 09:10,198
2020-11-20 09:20,204
2020-11-20 09:30,204
2020-11-20 09:40,192
2020-11-20 09:50,200
2020-11-20 10:00,197
2020-11-20 10:10,196
2020-11-20 10:20,189
2020-11-20 10:30,188
2020-11-20 10:40,190
2020-11-20 10:50,190
2020-11-20 11:00,191
2020-11-20 11:10,188
2020-11-20 11:20,186
2020-11-20 11:30,188
2020-11-20 11:40,179
2020-11-20 11:50,177
2020-11-20 12:00,178
2020-11-20 12:10,184
2020-11-20 12:20,179
2020-11-20 12:30,173
2020-11-20 12:40,172
2020-11-20 12:50,167
2020-11-20 13:00,173
2020-11-20 13:10,173
2020-11-20 13:20,171
2020-11-20 13:30,167
2020-11-20 13:40,166
2020-11-20 13:50,156
2020-11-20 14:00,159
2020-11-20 14:10,160
2020-11-20 14:20,165
2020-11-20 14:30,169
2020-11-20 14:40,155
2020-11-20 14:50,155
2020-11-20 15:00,152
2020-11-20 15:10,156
2020-11-20 15:20,152
2020-11-20 15:30,147
2020-11-20 15:40,145
2020-11-20 15:50,140
2020-11-20 16:00,131
2020-11-20 16:10,132
2020-11-20 16:20,123
2020-11-20 16:30,127
2020-11-20 16:40,117
2020-11-20 16:50,106
2020-11-20 17:00,99
2020-11-20 17:10,88
2020-11-20 17:20,84
2020-11-20 17:30,78
2020-11-20 17:40,71
2020-11-20 17:50,72
2020-11-20 18:00,66
2020-11-20 18:10,66
2020-11-20 18:20,61
2020-11-20 18:30,61
2020-11-20 18:40,59
2020-11-20 18:50,61
2020-11-20 19:00,61
2020-11-20 19:10,61
2020-11-20 19:20,61
2020-11-20 19:30,58
2020-11-20 19:40,59
2020-11-20 19:50,58
2020-11-20 20:00,57
2020-11-20 20:10,54
2020-11-20 20:20,56
2020-11-20 20:30,53
2020-11-20 20:40,48
2020-11-20 20:50,44
2020-11-20 21:00,44
2020-11-20 21:10,48
2020-11-20 21:20,52
2020-11-20 21:30,50
2020-11-20 21:40,54
2020-11-20 21:50,50
2020-11-20 22:00,52
2020-11-20 22:10,53
2020-11-20 22:20,46
2020-11-20 22:30,44
2020-11-20 22:40,42
2020-11-20 22:50,38
2020-11-20 23:00,40
2020-11-20 23:10,39
2020-11-20 23:20,33
2020-11-20 23:30,33
2020-11-20 23:40,36
2020-11-20 23:50,34
2020-11-21 00:00,37
2020-11-21 00:10,34
2020-11-21 00:20,32
2020-11-21 00:30,34
2020-11-21 00:40,33
2020-11-21 00:50,36
2020-11-21 01:00,37
2020-11-21 01:10,38
2020-11-21 01:20,37
2020-11-21 01:30,37
2020-11-21 01:40,35
2020-11-21 01:50,31
2020-11-21 02:00,30
2020-11-21 02:10,33
2020-11-21 02:20,32
2020-11-21 02:30,31
2020-11-21 02:40,30
2020-11-21 02:50,33
2020-11-21 03:00,31
2020-11-21 03:10,30
2020-11-21 03:20,30
2020-11-21 03:30,31
2020-11-21 03:40,31
2020-11-21 03:50,31
2020-11-21 04:00,31
2020-11-21 04:10,29
2020-11-21 04:20,29
2020-11-21 04:30,32
2020-11-21 04:40,34
2020-11-21 04:50,34
2020-11-21 05:00,31
2020-11-21 05:10,30
2020-11-21 05:20,30
2020-11-21 05:30,29
2020-11-21 05:40,30
2020-11-21 05:50,32
2020-11-21 06:00,30
2020-11-21 06:10,33
2020-11-21 06:20,30
2020-11-21 06:30,32
2020-11-21 06:40,32
2020-11-21 06:50,32
2020-11-21 07:00,33
2020-11-21 07:10,35
2020-11-21 07:20,33
2020-11-21 07:30,34
2020-11-21 07:40,32
2020-11-21 07:50,34
2020-11-21 08:00,37
2020-11-21 08:10,36
2020-11-21 08:20,39
2020-11-21 08:30,44
2020-11-21 08:40,41
2020-11-21 08:50,42
2020-11-21 09:00,42
2020-11-21 09:10,47
2020-11-21 09:20,36
2020-11-21 09:30,40
2020-11-21 09:40,42
2020-11-21 09:50,38
2020-11-21 10:00,36
2020-11-21 10:10,38
2020-11-21 10:20,38
2020-11-21 10:30,38
2020-11-21 10:40,39
2020-11-21 10:50,42
2020-11-21 11:00,38
2020-11-21 11:10,41
2020-11-21 11:20,41
2020-11-21 11:30,43
2020-11-21 11:40,47
2020-11-21 11:50,44
2020-11-21 12:00,44
2020-11-21 12:10,44
2020-11-21 12:20,44
2020-11-21 12:30,42
2020-11-21 12:40,41
2020-11-21 12:50,43
2020-11-21 13:00,49
2020-11-21 13:10,50
2020-11-21 13:20,50
2020-11-21 13:30,49
2020-11-21 13:40,49
2020-11-21 13:50,54
2020-11-21 14:00,52
2020-11-21 14:10,51
2020-11-21 14:20,50
2020-11-21 14:30,51
2020-11-21 14:40,50
2020-11-21 14:50,48
2020-11-21 15:00,52
2020-11-21 15:10,50
2020-11-21 15:20,49
2020-11-21 15:30,50
2020-11-21 15:40,50
2020-11-21 15:50,45
2020-11-21 16:00,46
2020-11-21 16:10,49
2020-11-21 16:20,50
2020-11-21 16:30,55
2020-11-21 16:40,59
2020-11-21 16:50,55
2020-11-21 17:00,50
2020-11-21 17:10,49
2020-11-21 17:20,44
2020-11-21 17:30,47
2020-11-21 17:40,45
2020-11-21 17:50,45
2020-11-21 18:00,42
2020-11-21 18:10,38
2020-11-21 18:20,40
2020-11-21 18:30,38
2020-11-21 18:40,38
2020-11-21 18:50,33
2020-11-21 19:00,38
2020-11-21 19:10,36
2020-11-21 19:20,38
2020-11-21 19:30,41
2020-11-21 19:40,39
2020-11-21 19:50,42
2020-11-21 20:00,42
2020-11-21 20:10,45
2020-11-21 20:20,44
2020-11-21 20:30,44
2020-11-21 20:40,40
2020-11-21 20:50,40
2020-11-21 21:00,39
2020-11-21 21:10,39
2020-11-21 21:20,44
2020-11-21 21:30,46
2020-11-21 21:40,40
2020-11-21 21:50,42
2020-11-21 22:00,42
2020-11-21 22:10,39
2020-11-21 22:20,39
2020-11-21 22:30,39
2020-11-21 22:40,36
2020-11-21 22:50,36
2020-11-21 23:00,35
2020-11-21 23:10,39
2020-11-21 23:20,41
2020-11-21 23:30,41
2020-11-21 23:40,36
2020-11-21 23:50,37
2020-11-22 00:00,41
2020-11-22 00:10,39
2020-11-22 00:20,38
2020-11-22 00:30,39
2020-11-22 00:40,36
2020-11-22 00:50,34
2020-11-22 01:00,35
2020-11-22 01:10,35
2020-11-22 01:20,36
2020-11-22 01:30,36
2020-11-22 01:40,37
2020-11-22 01:50,38
2020-11-22 02:00,36
2020-11-22 02:10,34
2020-11-22 02:20,35
2020-11-22 02:30,36
2020-11-22 02:40,36
2020-11-22 02:50,39
2020-11-22 03:00,39
2020-11-22 03:10,40
2020-11-22 03:20,36
2020-11-22 03:30,35
2020-11-22 03:40,33
2020-11-22 03:50,36
2020-11-22 04:00,34
2020-11-22 04:10,34
2020-11-22 04:20,34
2020-11-22 04:30,34
2020-11-22 04:40,36
2020-11-22 04:50,34
2020-11-22 05:00,33
2020-11-22 05:10,33
2020-11-22 05:20,34
2020-11-22 05:30,36
2020-11-22 05:40,37
2020-11-22 05:50,38
2020-11-22 06:00,37
2020-11-22 06:10,40
2020-11-22 06:20,36
2020-11-22 06:30,41
2020-11-22 06:40,40
2020-11-22 06:50,43
2020-11-22 07:00,42
2020-11-22 07:10,39
2020-11-22 07:20,40
2020-11-22 07:30,34
2020-11-22 07:40,37
2020-11-22 07:50,36
2020-11-22 08:00,38
2020-11-22 08:10,36
2020-11-22 08:20,38
2020-11-22 08:30,39
2020-11-22 08:40,38
2020-11-22 08:50,43
2020-11-22 09:00,41
2020-11-22 09:10,36
2020-11-22 09:20,39
2020-11-22 09:30,43
2020-11-22 09:40,40
2020-11-22 09:50,37
2020-11-22 10:00,40
2020-11-22 10:10,42
2020-11-22 10:20,38
2020-11-22 10:30,46
2020-11-22 10:40,47
2020-11-22 10:50,48
2020-11-22 11:00,47
2020-11-22 11:10,49
2020-11-22 11:20,51
2020-11-22 11:30,50
2020-11-22 11:40,49
2020-11-22 11:50,50
2020-11-22 12:00,51
2020-11-22 12:10,49
2020-11-22 12:20,54
2020-11-22 12:30,52
2020-11-22 12:40,50
2020-11-22 12:50,49
2020-11-22 13:00,50
2020-11-22 13:10,54
2020-11-22 13:20,53
2020-11-22 13:30,56
2020-11-22 13:40,60
2020-11-22 13:50,59
2020-11-22 14:00,56
2020-11-22 14:10,54
2020-11-22 14:20,56
2020-11-22 14:30,52
2020-11-22 14:40,54
2020-11-22 14:50,59
2020-11-22 15:00,60
2020-11-22 15:10,62
2020-11-22 15:20,68
2020-11-22 15:30,63
2020-11-22 15:40,61
2020-11-22 15:50,65
2020-11-22 16:00,64
2020-11-22 16:10,66
2020-11-22 16:20,67
2020-11-22 16:30,63
2020-11-22 16:40,69
2020-11-22 16:50,66
2020-11-22 17:00,61
2020-11-22 17:10,65
2020-11-22 17:20,65
2020-11-22 17:30,64
2020-11-22 17:40,58
2020-11-22 17:50,57
2020-11-22 18:00,60
2020-11-22 18:10,58
2020-11-22 18:20,57
2020-11-22 18:30,54
2020-11-22 18:40,61
2020-11-22 18:50,66
2020-11-22 19:00,66
2020-11-22 19:10,65
2020-11-22 19:20,67
2020-11-22 19:30,70
2020-11-22 19:40,55
2020-11-22 19:50,52
2020-11-22 20:00,50
2020-11-22 20:10,52
2020-11-22 20:20,52
2020-11-22 20:30,50
2020-11-22 20:40,53
2020-11-22 20:50,46
2020-11-22 21:00,50
2020-11-22 21:10,50
2020-11-22 21:20,55
2020-11-22 21:30,49
2020-11-22 21:40,47
2020-11-22 21:50,47
2020-11-22 22:00,51
2020-11-22 22:10,50
2020-11-22 22:20,46
2020-11-22 22:30,48
2020-11-22 22:40,44
2020-11-22 22:50,39
2020-11-22 23:00,36
2020-11-22 23:10,32
2020-11-22 23:20,32
2020-11-22 23:30,32
2020-11-22 23:40,32
2020-11-22 23:50,30
2020-11-23 00:00,0
2020-11-23 00:10,24
2020-11-23 00:20,24
2020-11-23 00:30,22
2020-11-23 00:40,23
2020-11-23 00:50,22
2020-11-23 01:00,23
2020-11-23 01:10,21
2020-11-23 01:20,20
2020-11-23 01:30,22
2020-11-23 01:40,19
2020-11-23 01:50,21
2020-11-23 02:00,24
2020-11-23 02:10,21
2020-11-23 02:20,20
2020-11-23 02:30,22
2020-11-23 02:40,23
2020-11-23 02:50,22
2020-11-23 03:00,22
2020-11-23 03:10,23
2020-11-23 03:20,24
2020-11-23 03:30,21
2020-11-23 03:40,24
2020-11-23 03:50,22
2020-11-23 04:00,22
2020-11-23 04:10,25
2020-11-23 04:20,24
2020-11-23 04:30,22
2020-11-23 04:40,23
2020-11-23 04:50,24
2020-11-23 05:00,23
2020-11-23 05:10,24
2020-11-23 05:20,26
2020-11-23 05:30,26
2020-11-23 05:40,26
2020-11-23 05:50,30
2020-11-23 06:00,31
2020-11-23 06:10,33
2020-11-23 06:20,30
2020-11-23 06:30,34
2020-11-23 06:40,30
2020-11-23 06:50,34
2020-11-23 07:00,44
2020-11-23 07:10,44
2020-11-23 07:20,58
2020-11-23 07:30,55
2020-11-23 07:40,66
2020-11-23 07:50,76
2020-11-23 08:00,102
2020-11-23 08:10,123
2020-11-23 08:20,136
2020-11-23 08:30,142
2020-11-23 08:40,153
2020-11-23 08:50,166
2020-11-23 09:00,172
2020-11-23 09:10,178
2020-11-23 09:20,177
2020-11-23 09:30,174
2020-11-23 09:40,168
2020-11-23 09:50,175
2020-11-23 10:00,173
2020-11-23 10:10,176
2020-11-23 10:20,174
2020-11-23 10:30,177
2020-11-23 10:40,178
2020-11-23 10:50,184
2020-11-23 11:00,180
2020-11-23 11:10,176
2020-11-23 11:20,178
2020-11-23 11:30,176
2020-11-23 11:40,177
2020-11-23 11:50,171
2020-11-23 12:00,169
2020-11-23 12:10,156
2020-11-23 12:20,148
2020-11-23 12:30,153
2020-11-23 12:40,149
2020-11-23 12:50,144
2020-11-23 13:00,155
2020-11-23 13:10,165
2020-11-23 13:20,165
2020-11-23 13:30,168
2020-11-23 13:40,172
2020-11-23 13:50,175
2020-11-23 14:00,178
2020-11-23 14:10,176
2020-11-23 14:20,181
2020-11-23 14:30,181
2020-11-23 14:40,175
2020-11-23 14:50,183
2020-11-23 15:00,182
2020-11-23 15:10,183
2020-11-23 15:20,180
2020-11-23 15:30,176
2020-11-23 15:40,165
2020-11-23 15:50,164
2020-11-23 16:00,165
2020-11-23 16:10,161
2020-11-23 16:20,159
2020-11-23 16:30,160
2020-11-23 16:40,153
2020-11-23 16:50,147
2020-11-23 17:00,150
2020-11-23 17:10,138
2020-11-23 17:20,138
2020-11-23 17:30,134
2020-11-23 17:40,130
2020-11-23 17:50,126
2020-11-23 18:00,125
2020-11-23 18:10,126
2020-11-23 18:20,119
2020-11-23 18:30,113
2020-11-23 18:40,117
2020-11-23 18:50,114
2020-11-23 19:00,116
2020-11-23 19:10,109
2020-11-23 19:20,101
2020-11-23 19:30,101
2020-11-23 19:40,95
2020-11-23 19:50,96
2020-11-23 20:00,95
2020-11-23 20:10,86
2020-11-23 20:20,83
2020-11-23 20:30,78
2020-11-23 20:40,79
2020-11-23 20:50,83
2020-11-23 21:00,88
2020-11-23 21:10,84
2020-11-23 21:20,82
2020-11-23 21:30,82
2020-11-23 21:40,82
2020-11-23 21:50,79
2020-11-23 22:00,70
2020-11-23 22:10,69
2020-11-23 22:20,64
2020-11-23 22:30,63
2020-11-23 22:40,61
2020-11-23 22:50,57
2020-11-23 23:00,57
2020-11-23 23:10,58
2020-11-23 23:20,52
2020-11-23 23:30,45
2020-11-23 23:40,48
2020-11-23 23:50,47
2020-11-24 00:00,51
2020-11-24 00:10,45
2020-11-24 00:20,43
2020-11-24 00:30,37
2020-11-24 00:40,39
2020-11-24 00:50,40
2020-11-24 01:00,41
2020-11-24 01:10,41
2020-11-24 01:20,37
2020-11-24 01:30,38
2020-11-24 01:40,41
2020-11-24 01:50,40
2020-11-24 02:00,38
2020-11-24 02:10,38
2020-11-24 02:20,36
2020-11-24 02:30,39
2020-11-24 02:40,43
2020-11-24 02:50,40
2020-11-24 03:00,38
2020-11-24 03:10,37
2020-11-24 03:20,37
2020-11-24 03:30,40
2020-11-24 03:40,37
2020-11-24 03:50,40
2020-11-24 04:00,37
2020-11-24 04:10,35
2020-11-24 04:20,35
2020-11-24 04:30,38
2020-11-24 04:40,38
2020-11-24 04:50,35
2020-11-24 05:00,39
2020-11-24 05:10,39
2020-11-24 05:20,39
2020-11-24 05:30,41
2020-11-24 05:40,47
2020-11-24 05:50,46
2020-11-24 06:00,49
2020-11-24 06:10,48
2020-11-24 06:20,48
2020-11-24 06:30,49
2020-11-24 06:40,51
2020-11-24 06:50,53
2020-11-24 07:00,62
2020-11-24 07:10,61
2020-11-24 07:20,66
2020-11-24 07:30,74
2020-11-24 07:40,76
2020-11-24 07:50,88
2020-11-24 08:00,119
2020-11-24 08:10,139
2020-11-24 08:20,153
2020-11-24 08:30,171
2020-11-24 08:40,173
2020-11-24 08:50,180
2020-11-24 09:00,186
2020-11-24 09:10,186
2020-11-24 09:20,183
2020-11-24 09:30,172
2020-11-24 09:40,180
2020-11-24 09:50,182
2020-11-24 10:00,190
2020-11-24 10:10,189
2020-11-24 10:20,188
2020-11-24 10:30,182
2020-11-24 10:40,185
2020-11-24 10:50,168
2020-11-24 11:00,169
2020-11-24 11:10,159
2020-11-24 11:20,153
2020-11-24 11:30,155
2020-11-24 11:40,160
2020-11-24 11:50,152
2020-11-24 12:00,149
2020-11-24 12:10,141
2020-11-24 12:20,136
2020-11-24 12:30,147
2020-11-24 12:40,150
2020-11-24 12:50,142
2020-11-24 13:00,132
2020-11-24 13:10,138
2020-11-24 13:20,143
2020-11-24 13:30,146
2020-11-24 13:40,152
2020-11-24 13:50,153
2020-11-24 14:00,146
2020-11-24 14:10,141
2020-11-24 14:20,139
2020-11-24 14:30,148
2020-11-24 14:40,148
2020-11-24 14:50,149
2020-11-24 15:00,152
2020-11-24 15:10,150
2020-11-24 15:20,151
2020-11-24 15:30,156
2020-11-24 15:40,160
2020-11-24 15:50,150
2020-11-24 16:00,147
2020-11-24 16:10,140
2020-11-24 16:20,135
2020-11-24 16:30,127
2020-11-24 16:40,125
2020-11-24 16:50,114
2020-11-24 17:00,107
2020-11-24 17:10,102
2020-11-24 17:20,93
2020-11-24 17:30,89
2020-11-24 17:40,92
2020-11-24 17:50,80
2020-11-24 18:00,74
2020-11-24 18:10,71
2020-11-24 18:20,75
2020-11-24 18:30,73
2020-11-24 18:40,76
2020-11-24 18:50,68
2020-11-24 19:00,67
2020-11-24 19:10,76
2020-11-24 19:20,71
2020-11-24 19:30,69
2020-11-24 19:40,74
2020-11-24 19:50,76
2020-11-24 20:00,68
2020-11-24 20:10,70
2020-11-24 20:20,64
2020-11-24 20:30,66
2020-11-24 20:40,71
2020-11-24 20:50,61
2020-11-24 21:00,58
2020-11-24 21:10,58
2020-11-24 21:20,59
2020-11-24 21:30,56
2020-11-24 21:40,57
2020-11-24 21:50,53
2020-11-24 22:00,48
2020-11-24 22:10,42
2020-11-24 22:20,39
2020-11-24 22:30,34
2020-11-24 22:40,34
2020-11-24 22:50,34
2020-11-24 23:00,32
2020-11-24 23:10,33
2020-11-24 23:20,30
2020-11-24 23:30,30
2020-11-24 23:40,32
2020-11-24 23:50,27
2020-11-25 00:00,22
2020-11-25 00:10,23
2020-11-25 00:20,22
2020-11-25 00:30,21
2020-11-25 00:40,23
2020-11-25 00:50,24
2020-11-25 01:00,22
2020-11-25 01:10,23
2020-11-25 01:20,21
2020-11-25 01:30,21
2020-11-25 01:40,22
2020-11-25 01:50,22
2020-11-25 02:00,21
2020-11-25 02:10,22
2020-11-25 02:20,21
2020-11-25 02:30,23
2020-11-25 02:40,24
2020-11-25 02:50,24
2020-11-25 03:00,23
2020-11-25 03:10,21
2020-11-25 03:20,20
2020-11-25 03:30,20
2020-11-25 03:40,19
2020-11-25 03:50,19
2020-11-25 04:00,21
2020-11-25 04:10,21
2020-11-25 04:20,20
2020-11-25 04:30,21
2020-11-25 04:40,20
2020-11-25 04:50,22
2020-11-25 05:00,22
2020-11-25 05:10,21
2020-11-25 05:20,22
2020-11-25 05:30,21
2020-11-25 05:40,23
2020-11-25 05:50,25
2020-11-25 06:00,25
2020-11-25 06:10,25
2020-11-25 06:20,29
2020-11-25 06:30,30
2020-11-25 06:40,28
2020-11-25 06:50,35
2020-11-25 07:00,42
2020-11-25 07:10,51
2020-11-25 07:20,56
2020-11-25 07:30,61
2020-11-25 07:40,70
2020-11-25 07:50,88
2020-11-25 08:00,103
2020-11-25 08:10,129
2020-11-25 08:20,139
2020-11-25 08:30,154
2020-11-25 08:40,168
2020-11-25 08:50,170
2020-11-25 09:00,174
2020-11-25 09:10,177
2020-11-25 09:20,176
2020-11-25 09:30,174
2020-11-25 09:40,175
2020-11-25 09:50,181
2020-11-25 10:00,179
2020-11-25 10:10,183
2020-11-25 10:20,183
2020-11-25 10:30,181
2020-11-25 10:40,184
2020-11-25 10:50,184
2020-11-25 11:00,181
2020-11-25 11:10,180
2020-11-25 11:20,178
2020-11-25 11:30,181
2020-11-25 11:40,59
2020-11-25 11:50,175
2020-11-25 12:00,173
2020-11-25 12:10,162
2020-11-25 15:10,167
2020-11-25 15:20,168
2020-11-25 15:30,169
2020-11-25 15:40,170
2020-11-25 15:50,171
2020-11-25 16:00,171
2020-11-25 16:10,158
2020-11-25 16:20,155
2020-11-25 16:30,145
2020-11-25 16:40,140
2020-11-25 16:50,122
2020-11-25 17:00,117
2020-11-25 17:10,107
2020-11-25 17:20,103
2020-11-25 17:30,100
2020-11-25 17:40,89
2020-11-25 17:50,93
2020-11-25 18:00,89
2020-11-25 18:10,82
2020-11-25 18:20,79
2020-11-25 18:30,81
2020-11-25 18:40,72
2020-11-25 18:50,77
2020-11-25 19:00,81
2020-11-25 19:10,72
2020-11-25 19:20,69
2020-11-25 19:30,73
2020-11-25 19:40,71
2020-11-25 19:50,64
2020-11-25 20:00,72
2020-11-25 20:10,71
2020-11-25 20:20,69
2020-11-25 20:30,73
2020-11-25 20:40,71
2020-11-25 20:50,71
2020-11-25 21:00,73
2020-11-25 21:10,71
2020-11-25 21:20,69
2020-11-25 21:30,71
2020-11-25 21:40,73
2020-11-25 21:50,70
2020-11-25 22:00,65
2020-11-25 22:10,65
2020-11-25 22:20,63
2020-11-25 22:30,63
2020-11-25 22:40,59
2020-11-25 22:50,56
2020-11-25 23:00,51
2020-11-25 23:10,48
2020-11-25 23:20,47
2020-11-25 23:30,47
2020-11-25 23:40,48
2020-11-25 23:50,44
2020-11-26 00:00,40
2020-11-26 00:10,41
2020-11-26 00:20,43
2020-11-26 00:30,43
2020-11-26 00:40,40
2020-11-26 00:50,44
2020-11-26 01:00,41
2020-11-26 01:10,44
2020-11-26 01:20,40
2020-11-26 01:30,39
2020-11-26 01:40,37
2020-11-26 01:50,36
2020-11-26 02:00,39
2020-11-26 02:10,35
2020-11-26 02:20,36
2020-11-26 02:30,39
2020-11-26 02:40,41
2020-11-26 02:50,37
2020-11-26 03:00,39
2020-11-26 03:10,37
2020-11-26 03:20,36
2020-11-26 03:30,34
2020-11-26 03:40,35
2020-11-26 03:50,36
2020-11-26 04:00,35
2020-11-26 04:10,36
2020-11-26 04:20,33
2020-11-26 04:30,35
2020-11-26 04:40,34
2020-11-26 04:50,35
2020-11-26 05:00,37
2020-11-26 05:10,35
2020-11-26 05:20,37
2020-11-26 05:30,39
2020-11-26 05:40,43
2020-11-26 05:50,44
2020-11-26 06:00,42
2020-11-26 06:10,41
2020-11-26 06:20,40
2020-11-26 06:30,40
2020-11-26 06:40,42
2020-11-26 06:50,40
2020-11-26 07:00,44
2020-11-26 07:10,49
2020-11-26 07:20,54
2020-11-26 07:30,62
2020-11-26 07:40,73
2020-11-26 07:50,92
2020-11-26 08:00,108
2020-11-26 08:10,126
2020-11-26 08:20,135
2020-11-26 08:30,150
2020-11-26 08:40,162
2020-11-26 08:50,162
2020-11-26 09:00,175
2020-11-26 09:10,174
2020-11-26 09:20,180
2020-11-26 09:30,177
2020-11-26 09:40,183
2020-11-26 09:50,182
2020-11-26 10:00,182
2020-11-26 10:10,175
2020-11-26 10:20,176
2020-11-26 10:30,175
2020-11-26 10:40,183
2020-11-26 10:50,174
2020-11-26 11:00,176
2020-11-26 11:10,175
2020-11-26 11:20,169
2020-11-26 11:30,167
2020-11-26 11:40,159
2020-11-26 11:50,153
2020-11-26 12:00,146
2020-11-26 12:10,142
2020-11-26 12:20,140
2020-11-26 12:30,142
2020-11-26 12:40,140
2020-11-26 12:50,134
